Tipo;ID;Parent ID;Nome (EN);Nome (TH);Prezzo;Modificatore Prezzo;SKU;Descrizione (EN);Descrizione (TH);Immagine (URL);Immagine (File);Icona Categoria;Gruppo Extra Abilitati
"Categoria";"traditional-italian-pizza";"";"Traditional Italian Pizza";"พิซซ่าอิตาเลียนแบบดั้งเดิม";"";"";"";"";"";"";"";"🍕";""
"Extra";"10068";"pizza-ham-and-artichokes";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-ham-and-artichokes";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-ham-and-artichokes";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-ham-and-artichokes";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-ham-and-artichokes";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-ham-and-artichokes";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-ham-and-artichokes";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-ham-and-artichokes";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-ham-and-artichokes";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-ham-and-artichokes";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-ham-and-artichokes";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-bacon-bismark";"traditional-italian-pizza";"PIZZA BACON BISMARK";"พิซซ่าเบคอนบิสมาร์ก";"270";"";"";"Tomato Sauce, Olive Oil, Bacon, Egg, Mozzarella Cheese";"ซอสมะเขือเทศ, น้ำมันมะกอก, เบคอน, ไข่, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/19-pizza-bacon-bismark.webp";"01-Pizza/19-pizza-bacon-bismark.webp";"";"Pizza Extras"
"Variante";"10018";"pizza-bacon-bismark";"12""";"12""";"270";"0";"10018";"";"";"";"";"";""
"Variante";"10101";"pizza-bacon-bismark";"8""";"8""";"170";"-100";"10101";"";"";"";"";"";""
"Extra";"10122";"pizza-bacon-bismark";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-bacon-bismark";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-bacon-bismark";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-bacon-bismark";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-bacon-bismark";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-bacon-bismark";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-bacon-bismark";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-bacon-bismark";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-bacon-bismark";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-bacon-bismark";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-bacon-bismark";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-bacon-bismark";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-bacon-bismark";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-bacon-bismark";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-bacon-bismark";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-bacon-bismark";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-bacon-bismark";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-bacon-bismark";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-bacon-bismark";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-bacon-bismark";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-bacon-bismark";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-bacon-bismark";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-bacon-bismark";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-bacon-bismark";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-bacon-bismark";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-ham-and-mushrooms";"traditional-italian-pizza";"PIZZA HAM & MUSHROOMS";"พิซซ่าแฮมและเห็ด";"260";"";"";"Tomato Sauce, Olive Oil, Ham, Mushrooms, Mozzarella";"ซอสมะเขือเทศ, น้ำมันมะกอก, แฮม, เห็ด, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/20-pizza-ham-and-mushrooms.webp";"01-Pizza/20-pizza-ham-and-mushrooms.webp";"";"Pizza Extras"
"Variante";"10019";"pizza-ham-and-mushrooms";"12""";"12""";"260";"0";"10019";"";"";"";"";"";""
"Variante";"10112";"pizza-ham-and-mushrooms";"8""";"8""";"170";"-90";"10112";"";"";"";"";"";""
"Extra";"10122";"pizza-ham-and-mushrooms";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-ham-and-mushrooms";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-ham-and-mushrooms";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-ham-and-mushrooms";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-ham-and-mushrooms";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-ham-and-mushrooms";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-ham-and-mushrooms";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-ham-and-mushrooms";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-ham-and-mushrooms";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-ham-and-mushrooms";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-ham-and-mushrooms";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-ham-and-mushrooms";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-ham-and-mushrooms";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-ham-and-mushrooms";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-ham-and-mushrooms";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-ham-and-mushrooms";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-ham-and-mushrooms";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-ham-and-mushrooms";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-ham-and-mushrooms";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-ham-and-mushrooms";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-ham-and-mushrooms";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-ham-and-mushrooms";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-ham-and-mushrooms";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-ham-and-mushrooms";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-ham-and-mushrooms";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-ham-and-sweet-bell-pepper";"traditional-italian-pizza";"PIZZA HAM & SWEET BELL PEPPER";"พิซซ่าแฮมและพริกหวาน";"290";"";"";"Tomato Sauce, Olive Oil, Ham, Sweet Bell Peppers, Mozzarella";"ซอสมะเขือเทศ, น้ำมันมะกอก, แฮม, พริกหวาน, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/21-pizza-ham-and-sweet-bell-pepper.webp";"01-Pizza/21-pizza-ham-and-sweet-bell-pepper.webp";"";"Pizza Extras"
"Variante";"10020";"pizza-ham-and-sweet-bell-pepper";"12""";"12""";"290";"0";"10020";"";"";"";"";"";""
"Variante";"10115";"pizza-ham-and-sweet-bell-pepper";"8""";"8""";"190";"-100";"10115";"";"";"";"";"";""
"Extra";"10122";"pizza-ham-and-sweet-bell-pepper";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-ham-and-sweet-bell-pepper";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-ham-and-sweet-bell-pepper";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-ham-and-sweet-bell-pepper";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-ham-and-sweet-bell-pepper";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-ham-and-sweet-bell-pepper";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-ham-and-sweet-bell-pepper";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-ham-and-sweet-bell-pepper";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-ham-and-sweet-bell-pepper";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-ham-and-sweet-bell-pepper";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-ham-and-sweet-bell-pepper";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-ham-and-sweet-bell-pepper";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-ham-and-sweet-bell-pepper";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-ham-and-sweet-bell-pepper";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-ham-and-sweet-bell-pepper";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-ham-and-sweet-bell-pepper";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-ham-and-sweet-bell-pepper";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-ham-and-sweet-bell-pepper";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-ham-and-sweet-bell-pepper";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-ham-and-sweet-bell-pepper";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-ham-and-sweet-bell-pepper";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-ham-and-sweet-bell-pepper";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-ham-and-sweet-bell-pepper";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-ham-and-sweet-bell-pepper";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-ham-and-sweet-bell-pepper";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-pesto";"traditional-italian-pizza";"PIZZA PESTO";"พิซซ่าเพสโต้";"280";"";"";"Pesto Basil Sauce, Olive Oil, Mozzarella Cheese";"ซอสเพสโต้, น้ำมันมะกอก, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/22-pizza-pesto.webp";"01-Pizza/22-pizza-pesto.webp";"";"Pizza Extras"
"Variante";"10021";"pizza-pesto";"12""";"12""";"280";"0";"10021";"";"";"";"";"";""
"Variante";"10140";"pizza-pesto";"8""";"8""";"180";"-100";"10140";"";"";"";"";"";""
"Extra";"10122";"pizza-pesto";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-pesto";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-pesto";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-pesto";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
"Extra";"10138";"pizza-pesto";"Black Olives Extra";"มะกอกดำเพิ่ม";"40";"";"10138";"";"";"";"";"";""
"Extra";"10121";"pizza-pesto";"Capers Extra";"เคเปอร์เพิ่ม";"40";"";"10121";"";"";"";"";"";""
"Extra";"10129";"pizza-pesto";"Chicken Ham Extra";"แฮมไก่เพิ่ม";"50";"";"10129";"";"";"";"";"";""
"Extra";"10141";"pizza-pesto";"Chicken Salame Extra";"ซาลามี่ไก่เพิ่ม";"50";"";"10141";"";"";"";"";"";""
"Extra";"10102";"pizza-pesto";"Extra "" Mozzarella Cheese";"ชีสมอซซาเรลล่าเพิ่ม";"50";"";"10102";"";"";"";"";"";""
"Extra";"10191";"pizza-pesto";"Fresh Tomato Extra";"มะเขือเทศสดเพิ่ม";"20";"";"10191";"";"";"";"";"";""
"Extra";"10118";"pizza-pesto";"Gorgonzola Extra";"ชีสกอร์กอนโซล่าเพิ่ม";"50";"";"10118";"";"";"";"";"";""
"Extra";"10113";"pizza-pesto";"Ham Extra";"แฮมเพิ่ม";"50";"";"10113";"";"";"";"";"";""
"Extra";"10236";"pizza-pesto";"Hotdog Extra";"ฮอทดอกเพิ่ม";"50";"";"10236";"";"";"";"";"";""
"Extra";"10094";"pizza-pesto";"Mushrooms Extra";"เห็ดเพิ่ม";"30";"";"10094";"";"";"";"";"";""
"Extra";"10068";"pizza-pesto";"Onion/Garlic Extra";"หอมใหญ่/กระเทียมเพิ่ม";"20";"";"10068";"";"";"";"";"";""
"Extra";"10171";"pizza-pesto";"Parmesan cheese 🧀";"พาร์เมซานชีสเพิ่ม";"20";"";"10171";"";"";"";"";"";""
"Extra";"10062";"pizza-pesto";"Pesto Sauce Extra";"ซอสเพสโต้เพิ่ม";"60";"";"10062";"";"";"";"";"";""
"Extra";"10095";"pizza-pesto";"Pineapple Extra";"สับปะรดเพิ่ม";"30";"";"10095";"";"";"";"";"";""
"Extra";"10088";"pizza-pesto";"Salame Calabrese Extra";"ซาลามี่คาลาเบรียเพิ่ม";"50";"";"10088";"";"";"";"";"";""
"Extra";"10087";"pizza-pesto";"Salame Extra";"ซาลามี่เพิ่ม";"50";"";"10087";"";"";"";"";"";""
"Extra";"10086";"pizza-pesto";"Sausage Extra";"ไส้กรอกเพิ่ม";"50";"";"10086";"";"";"";"";"";""
"Extra";"10107";"pizza-pesto";"Sweet Bell Peppers Extra";"พริกหวานเพิ่ม";"50";"";"10107";"";"";"";"";"";""
"Extra";"10172";"pizza-pesto";"Tofu Extra";"เต้าหู้เพิ่ม";"50";"";"10172";"";"";"";"";"";""
"Extra";"10120";"pizza-pesto";"Tuna Extra";"ทูน่าเพิ่ม";"50";"";"10120";"";"";"";"";"";""
"Extra";"10100";"pizza-pesto";"Vegetables Extra";"ผักเพิ่ม";"50";"";"10100";"";"";"";"";"";""
"Piatto";"pizza-tuna";"traditional-italian-pizza";"PIZZA TUNA";"พิซซ่าทูน่า";"280";"";"";"Tomato Sauce, Olive Oil, Garlic, Onions, Tuna, Mozzarella";"ซอสมะเขือเทศ, กระเทียม, หัวหอม, ปลาทูน่า, ชีสมอซซาเรลล่า";"https://gjqevgkbjkharczhikcl.supabase.co/storage/v1/object/public/delivery_food/01-Pizza/23-pizza-tuna.webp";"01-Pizza/23-pizza-tuna.webp";"";"Pizza Extras"
"Variante";"10022";"pizza-tuna";"12""";"12""";"280";"0";"10022";"";"";"";"";"";""
"Variante";"10254";"pizza-tuna";"8""";"8""";"180";"-100";"10254";"";"";"";"";"";""
"Extra";"10122";"pizza-tuna";"1 Egg Extra";"ไข่ไก่เพิ่ม";"20";"";"10122";"";"";"";"";"";""
"Extra";"10285";"pizza-tuna";"Anchovies Extra";"แองโชวี่เพิ่ม";"50";"";"10285";"";"";"";"";"";""
"Extra";"10096";"pizza-tuna";"Artichoke Extra";"อาร์ติโชคเพิ่ม";"50";"";"10096";"";"";"";"";"";""
"Extra";"10111";"pizza-tuna";"Bacon Extra";"เบคอนเพิ่ม";"50";"";"10111";"";"";"";"";"";""
